testCaseId,db_connection_details,query_details,where_clause_columns,where_clause_values,expected_value,polling_timeout,external_view_service_name
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;nci_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=4G-PO,MeContext=SRAN01692A,ManagedElement=SRAN01692A,GNBCUCPFunction=1,NRCellCU=KG01692430'";'2020-07-06 00:00:00',46006702,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;nr_name_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=4G-PO,MeContext=SRAN01692A,ManagedElement=SRAN01692A,GNBCUCPFunction=1,NRCellCU=KG01692430'";'2020-07-06 00:00:00',KG01692430,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;low_serving_distance_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',81.54951228070175,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;mid_serving_distance_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',501.85301835690643,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;high_serving_distance_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',892.8651507042256,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;nr_ue_spatial_grid_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',"{0.29171805760074276,2.5406406296787245,0.1240209564150097,0.06020052884174272,8.1300495151968,0.8627378193445692,1.7909583970400416,1.324757188238594,0.03147617876870865,0.3428579479299749,0.09325181719705337,2.173542969399205,37.264869127908995,7.794543963496501,2.760799438677616,0.5595821922631111,0,1.1073463861255977,0.011122087618545457,0.2623281222846362,26.419981768165513,0.4746652514274295,0.10567524052863286,0.4638687431200903,0.00841651657212113,0.43792605651584193,0.6065235827238076,0.18879716598105642,3.4523239898935376,0.29286822319274247,0.013733621280936918,0.00841651657212113}",1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;low_serving_rsrp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',-115,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;mid_serving_rsrp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',-100,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;high_serving_rsrp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',-84,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;low_serving_sinr_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',-8,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;mid_serving_sinr_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',3,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;high_serving_sinr_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',19.5,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;low_serving_azimuth_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',9,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;mid_serving_azimuth_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',17,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;high_serving_azimuth_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',25,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,relation_source_target_guid_5g_60_kpis;num_samples_rsrp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015,NRCellRelation=23415-495-15'";'2022-07-03 09:00:00',2,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,relation_source_target_guid_5g_60_kpis;sum_serv_rsrp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015,NRCellRelation=23415-495-15'";'2022-07-03 09:00:00',-219,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,relation_source_target_guid_5g_60_kpis;sum_serv_sinr_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015,NRCellRelation=23415-495-15'";'2022-07-03 09:00:00',-14.5,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,relation_source_target_guid_5g_60_kpis;sum_targ_rsrp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015,NRCellRelation=23415-495-15'";'2022-07-03 09:00:00',-203,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,relation_source_target_guid_5g_60_kpis;relational_bad_coverage_count_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015,NRCellRelation=23415-495-15'";'2022-07-03 09:00:00',2,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,relation_source_target_guid_5g_1440_kpis;relational_bad_coverage_count,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015,NRCellRelation=23415-495-15'";'2022-07-03 00:00:00',9,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;low_serving_ue_thp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',13,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;low10_serving_ue_thp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',26,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;mid_serving_ue_thp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',110,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;high_serving_ue_thp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',310,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;sum_cell_serv_rsrp_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',-18881,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_1440_kpis;sum_cell_serv_rsrp,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 00:00:00',-787214,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;num_samples_sinr_at_or_above_0_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',121,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_1440_kpis;num_samples_sinr_at_or_above_0,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 00:00:00',3894,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;num_samples_sinr_at_or_below_neg_6_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 01:00:00',23,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_1440_kpis;num_samples_sinr_at_or_below_neg_6,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0021933EN073343,ManagedElement=V0021933EN073343,GNBCUCPFunction=1,NRCellCU=KA73343015'";'2022-07-03 00:00:00',1658,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_1440_kpis;num_samples_sinr_at_or_below_neg_6_and_poor_coverage,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0026860EN077162,ManagedElement=V0026860EN077162,GNBCUCPFunction=1,NRCellCU=KA77162015'";'2022-07-03 00:00:00',2,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;num_samples_sinr_at_or_below_neg_6_and_poor_coverage_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-E,MeContext=V0026860EN077162,ManagedElement=V0026860EN077162,GNBCUCPFunction=1,NRCellCU=KA77162015'";'2022-07-03 10:00:00',2,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_60_kpis;nr_droprate_hr,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-PO,MeContext=V0004100EN047188,ManagedElement=V0004100EN047188,GNBCUCPFunction=1,NRCellCU=KA47188015'";'2022-07-03 01:00:00',25.794392523364486,1,eric-tcp-traffic-forward-kpi
IDUN-10534_VerifyAas,kpi_service_db;kpi_exporter;5432;eric-pm-kpi-calculator-exporter-secret,cell_guid_5g_1440_kpis;nr_droprate,fdn;local_timestamp,"'SubNetwork=ENM_RAN,SubNetwork=5G-PO,MeContext=V0004097EN030113,ManagedElement=V0004097EN030113,GNBCUCPFunction=1,NRCellCU=KA30113025'";'2022-07-03 00:00:00',1.206884728793801,1,eric-tcp-traffic-forward-kpi
